Unix Timestamp,Datetime,Date,Time,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision,Is Anomaly
1704446100,2024-01-05 12:15:00,2024-01-05,12:15:00,434,0,0,0,1,0,233.4,232.6,150.0,0.1,January,Friday,12,Local,0
1704447000,2024-01-05 12:30:00,2024-01-05,12:30:00,435,1,0,0,1,0,234.9,234.6,300.0,0.1,January,Friday,12,Local,0
1704447900,2024-01-05 12:45:00,2024-01-05,12:45:00,436,0,0,1,0,0,227.6,230.1,3000.0,0.8546,January,Friday,12,Local,0
1704448800,2024-01-05 13:00:00,2024-01-05,13:00:00,437,0,0,0,1,1,229.3,227.2,1350.0,0.4412,January,Friday,13,Local,0
1704449700,2024-01-05 13:15:00,2024-01-05,13:15:00,438,0,0,0,1,0,229.3,233.4,150.0,0.1,January,Friday,13,Local,0
1704450600,2024-01-05 13:30:00,2024-01-05,13:30:00,439,0,0,0,1,1,232.6,230.0,1350.0,0.4878,January,Friday,13,Local,0
1704451500,2024-01-05 13:45:00,2024-01-05,13:45:00,440,0,0,1,0,0,232.4,232.9,3000.0,0.7714,January,Friday,13,Local,0
1704452400,2024-01-05 14:00:00,2024-01-05,14:00:00,441,0,0,0,1,0,229.3,228.0,150.0,0.1,January,Friday,14,Local,0
1704453300,2024-01-05 14:15:00,2024-01-05,14:15:00,442,0,0,0,1,0,225.9,224.3,150.0,0.1,January,Friday,14,Local,0
1704454200,2024-01-05 14:30:00,2024-01-05,14:30:00,443,0,0,0,1,0,224.9,225.5,1150.0,0.4108,January,Friday,14,Local,0
1704455100,2024-01-05 14:45:00,2024-01-05,14:45:00,444,0,0,0,0,0,229.7,230.4,0.0,0.1,January,Friday,14,Local,0
1704456000,2024-01-05 15:00:00,2024-01-05,15:00:00,445,1,0,0,1,0,227.4,222.4,800.0,0.2097,January,Friday,15,Local,0
1704456900,2024-01-05 15:15:00,2024-01-05,15:15:00,446,0,0,0,1,1,225.6,230.4,1350.0,0.3536,January,Friday,15,Local,0
1704457800,2024-01-05 15:30:00,2024-01-05,15:30:00,447,0,0,0,1,0,231.5,235.2,150.0,0.1,January,Friday,15,Local,0
1704458700,2024-01-05 15:45:00,2024-01-05,15:45:00,448,0,0,0,0,0,224.9,226.5,500.0,0.1459,January,Friday,15,Local,0
1704459600,2024-01-05 16:00:00,2024-01-05,16:00:00,449,0,0,1,1,0,229.1,229.3,3150.0,0.8724,January,Friday,16,Local,0
1704460500,2024-01-05 16:15:00,2024-01-05,16:15:00,450,0,0,0,1,0,229.0,229.6,150.0,0.1,January,Friday,16,Local,0
1704461400,2024-01-05 16:30:00,2024-01-05,16:30:00,451,0,0,0,1,0,230.4,230.7,150.0,0.1,January,Friday,16,Local,0
1704462300,2024-01-05 16:45:00,2024-01-05,16:45:00,452,1,0,0,0,0,233.1,233.4,150.0,0.1,January,Friday,16,Local,0
1704463200,2024-01-05 17:00:00,2024-01-05,17:00:00,453,0,0,0,1,0,229.6,232.8,150.0,0.1,January,Friday,17,Local,0
1704464100,2024-01-05 17:15:00,2024-01-05,17:15:00,454,0,0,0,0,0,232.1,234.3,0.0,0.1,January,Friday,17,Local,0
1704465000,2024-01-05 17:30:00,2024-01-05,17:30:00,455,1,0,0,1,0,231.1,231.5,300.0,0.1,January,Friday,17,Local,0
1704465900,2024-01-05 17:45:00,2024-01-05,17:45:00,456,1,0,0,1,0,228.8,231.7,1300.0,0.3733,January,Friday,17,Local,0
1704466800,2024-01-05 18:00:00,2024-01-05,18:00:00,457,1,0,1,1,1,232.3,232.1,4500.0,1.3202,January,Friday,18,Local,0
1704467700,2024-01-05 18:15:00,2024-01-05,18:15:00,458,1,0,0,1,0,228.9,226.7,300.0,0.1,January,Friday,18,Local,0
1704468600,2024-01-05 18:30:00,2024-01-05,18:30:00,459,0,1,0,1,0,232.5,230.6,3150.0,0.8477,January,Friday,18,Local,0
1704469500,2024-01-05 18:45:00,2024-01-05,18:45:00,460,1,0,0,0,0,230.7,230.6,150.0,0.1,January,Friday,18,Local,0
1704470400,2024-01-05 19:00:00,2024-01-05,19:00:00,461,1,0,0,1,0,234.2,235.3,300.0,0.1002,January,Friday,19,Local,0
1704471300,2024-01-05 19:15:00,2024-01-05,19:15:00,462,1,0,1,1,0,235.1,240.4,3300.0,1.0179,January,Friday,19,Local,0
1704472200,2024-01-05 19:30:00,2024-01-05,19:30:00,463,1,1,0,1,0,229.8,231.9,2800.0,0.8997,January,Friday,19,Local,0
1704473100,2024-01-05 19:45:00,2024-01-05,19:45:00,464,1,0,0,0,0,229.2,229.3,150.0,0.1,January,Friday,19,Local,0
1704474000,2024-01-05 20:00:00,2024-01-05,20:00:00,465,1,0,0,1,0,229.3,228.2,300.0,0.1,January,Friday,20,Local,0
1704474900,2024-01-05 20:15:00,2024-01-05,20:15:00,466,1,0,0,1,0,226.0,225.1,300.0,0.1,January,Friday,20,Local,0
1704475800,2024-01-05 20:30:00,2024-01-05,20:30:00,467,0,0,0,1,0,234.0,233.6,150.0,0.1,January,Friday,20,Local,0
1704476700,2024-01-05 20:45:00,2024-01-05,20:45:00,468,1,0,0,1,0,230.7,226.4,300.0,0.1074,January,Friday,20,Local,0
1704477600,2024-01-05 21:00:00,2024-01-05,21:00:00,469,1,0,0,1,0,230.6,226.6,300.0,0.1,January,Friday,21,Local,0
1704478500,2024-01-05 21:15:00,2024-01-05,21:15:00,470,1,0,0,1,1,226.3,227.9,1500.0,0.5223,January,Friday,21,Local,0
1704479400,2024-01-05 21:30:00,2024-01-05,21:30:00,471,1,0,0,0,0,226.6,233.2,150.0,0.1,January,Friday,21,Local,0
1704480300,2024-01-05 21:45:00,2024-01-05,21:45:00,472,1,0,0,0,0,228.3,227.3,150.0,0.1,January,Friday,21,Local,0
1704481200,2024-01-05 22:00:00,2024-01-05,22:00:00,473,1,0,0,1,0,234.1,230.7,300.0,0.1,January,Friday,22,Local,0
1704482100,2024-01-05 22:15:00,2024-01-05,22:15:00,474,0,0,0,1,0,227.2,224.3,150.0,0.1,January,Friday,22,Local,0
1704483000,2024-01-05 22:30:00,2024-01-05,22:30:00,475,0,0,0,1,0,234.5,233.4,150.0,0.1,January,Friday,22,Local,0
1704483900,2024-01-05 22:45:00,2024-01-05,22:45:00,476,1,0,0,0,1,226.8,225.7,1350.0,0.3736,January,Friday,22,Local,0
1704484800,2024-01-05 23:00:00,2024-01-05,23:00:00,477,1,0,0,1,0,226.3,223.4,300.0,0.1,January,Friday,23,Local,0
1704485700,2024-01-05 23:15:00,2024-01-05,23:15:00,478,1,0,0,1,0,229.2,230.3,300.0,0.1,January,Friday,23,Local,0
1704486600,2024-01-05 23:30:00,2024-01-05,23:30:00,479,1,0,0,1,0,232.4,232.9,800.0,0.2636,January,Friday,23,Local,0
1704487500,2024-01-05 23:45:00,2024-01-05,23:45:00,480,0,0,0,1,0,229.4,229.7,150.0,0.1,January,Friday,23,Local,0
1704488400,2024-01-06 00:00:00,2024-01-06,00:00:00,481,1,0,0,1,0,227.9,227.0,300.0,0.1,January,Saturday,0,Local,0
1704489300,2024-01-06 00:15:00,2024-01-06,00:15:00,482,0,0,0,1,0,230.4,228.5,150.0,0.1,January,Saturday,0,Local,0
1704490200,2024-01-06 00:30:00,2024-01-06,00:30:00,483,0,0,0,1,0,227.0,227.2,150.0,0.1,January,Saturday,0,Local,0
1704491100,2024-01-06 00:45:00,2024-01-06,00:45:00,484,0,0,0,1,0,232.4,231.9,150.0,0.1,January,Saturday,0,Local,0
1704492000,2024-01-06 01:00:00,2024-01-06,01:00:00,485,0,0,0,1,0,228.7,227.4,1150.0,0.3437,January,Saturday,1,Local,0
1704492900,2024-01-06 01:15:00,2024-01-06,01:15:00,486,0,0,0,1,0,227.7,225.7,150.0,0.1,January,Saturday,1,Local,0
1704493800,2024-01-06 01:30:00,2024-01-06,01:30:00,487,0,0,0,1,0,232.6,235.0,150.0,0.1,January,Saturday,1,Local,0
1704494700,2024-01-06 01:45:00,2024-01-06,01:45:00,488,0,0,0,0,0,230.9,228.7,0.0,0.1,January,Saturday,1,Local,0
1704495600,2024-01-06 02:00:00,2024-01-06,02:00:00,489,0,0,0,1,0,230.3,233.1,150.0,0.1,January,Saturday,2,Local,0
1704496500,2024-01-06 02:15:00,2024-01-06,02:15:00,490,0,0,0,1,0,226.8,227.9,150.0,0.1,January,Saturday,2,Local,0
1704497400,2024-01-06 02:30:00,2024-01-06,02:30:00,491,1,0,0,1,0,227.5,228.1,300.0,0.1,January,Saturday,2,Local,0
1704498300,2024-01-06 02:45:00,2024-01-06,02:45:00,492,0,0,0,0,0,237.4,238.0,0.0,0.1,January,Saturday,2,Local,0
1704499200,2024-01-06 03:00:00,2024-01-06,03:00:00,493,0,0,0,1,0,227.8,226.4,150.0,0.1,January,Saturday,3,Local,0
1704500100,2024-01-06 03:15:00,2024-01-06,03:15:00,494,0,0,0,0,0,238.4,241.0,0.0,0.1,January,Saturday,3,Local,0
1704501000,2024-01-06 03:30:00,2024-01-06,03:30:00,495,0,0,0,0,0,227.5,229.4,0.0,0.1,January,Saturday,3,Local,0
1704501900,2024-01-06 03:45:00,2024-01-06,03:45:00,496,0,0,0,0,0,234.2,234.7,0.0,0.1,January,Saturday,3,Local,0
1704502800,2024-01-06 04:00:00,2024-01-06,04:00:00,497,0,0,0,1,0,236.6,235.3,150.0,0.1,January,Saturday,4,Local,0
1704503700,2024-01-06 04:15:00,2024-01-06,04:15:00,498,0,0,0,1,0,223.3,223.2,150.0,0.1,January,Saturday,4,Local,0
1704504600,2024-01-06 04:30:00,2024-01-06,04:30:00,499,0,0,0,1,0,228.3,227.9,150.0,0.1,January,Saturday,4,Local,0
1704505500,2024-01-06 04:45:00,2024-01-06,04:45:00,500,0,0,0,0,0,227.7,226.1,0.0,0.1,January,Saturday,4,Local,0
1704506400,2024-01-06 05:00:00,2024-01-06,05:00:00,501,0,0,0,1,0,232.7,232.6,150.0,0.1,January,Saturday,5,Local,0
1704507300,2024-01-06 05:15:00,2024-01-06,05:15:00,502,0,0,0,1,0,234.6,233.4,150.0,0.1,January,Saturday,5,Local,0
1704508200,2024-01-06 05:30:00,2024-01-06,05:30:00,503,0,0,0,1,0,231.9,232.2,150.0,0.1,January,Saturday,5,Local,0
1704509100,2024-01-06 05:45:00,2024-01-06,05:45:00,504,0,0,0,0,0,228.0,227.9,0.0,0.1,January,Saturday,5,Local,0
1704510000,2024-01-06 06:00:00,2024-01-06,06:00:00,505,0,0,0,1,0,224.2,223.7,1650.0,0.5272,January,Saturday,6,Local,0
1704510900,2024-01-06 06:15:00,2024-01-06,06:15:00,506,0,0,0,1,0,226.8,226.3,150.0,0.1,January,Saturday,6,Local,0
1704511800,2024-01-06 06:30:00,2024-01-06,06:30:00,507,0,0,0,1,0,229.5,230.2,150.0,0.1,January,Saturday,6,Local,0
1704512700,2024-01-06 06:45:00,2024-01-06,06:45:00,508,0,0,0,0,0,236.4,234.0,0.0,0.1,January,Saturday,6,Local,0
1704513600,2024-01-06 07:00:00,2024-01-06,07:00:00,509,1,0,0,1,0,225.9,226.5,800.0,0.2779,January,Saturday,7,Local,0
1704514500,2024-01-06 07:15:00,2024-01-06,07:15:00,510,1,0,0,1,0,229.0,230.1,300.0,0.1,January,Saturday,7,Local,0
1704515400,2024-01-06 07:30:00,2024-01-06,07:30:00,511,0,0,0,1,0,231.5,230.1,150.0,0.1,January,Saturday,7,Local,0
1704516300,2024-01-06 07:45:00,2024-01-06,07:45:00,512,0,0,1,1,0,234.1,233.3,3150.0,0.8381,January,Saturday,7,Local,0
1704517200,2024-01-06 08:00:00,2024-01-06,08:00:00,513,0,0,0,1,0,225.9,228.1,150.0,0.1,January,Saturday,8,Local,0
1704518100,2024-01-06 08:15:00,2024-01-06,08:15:00,514,0,0,0,1,0,224.0,223.5,150.0,0.1,January,Saturday,8,Local,0
1704519000,2024-01-06 08:30:00,2024-01-06,08:30:00,515,0,0,0,1,0,228.8,224.6,150.0,0.1,January,Saturday,8,Local,0
1704519900,2024-01-06 08:45:00,2024-01-06,08:45:00,516,0,0,0,0,0,232.4,231.3,0.0,0.1,January,Saturday,8,Local,0
1704520800,2024-01-06 09:00:00,2024-01-06,09:00:00,517,0,0,0,1,0,225.6,222.0,150.0,0.1,January,Saturday,9,Local,0
1704521700,2024-01-06 09:15:00,2024-01-06,09:15:00,518,0,0,0,1,0,226.4,227.4,150.0,0.1,January,Saturday,9,Local,0
1704522600,2024-01-06 09:30:00,2024-01-06,09:30:00,519,0,1,0,1,0,235.2,234.6,2650.0,0.8144,January,Saturday,9,Local,0
1704523500,2024-01-06 09:45:00,2024-01-06,09:45:00,520,1,0,0,0,0,230.0,230.3,150.0,0.1,January,Saturday,9,Local,0
1704524400,2024-01-06 10:00:00,2024-01-06,10:00:00,521,0,1,0,1,0,230.0,229.6,2650.0,0.7636,January,Saturday,10,Local,0
1704525300,2024-01-06 10:15:00,2024-01-06,10:15:00,522,0,0,1,1,0,228.3,227.2,3150.0,0.8536,January,Saturday,10,Local,0
1704526200,2024-01-06 10:30:00,2024-01-06,10:30:00,523,0,0,0,1,0,222.7,221.0,950.0,0.3146,January,Saturday,10,Local,0
1704527100,2024-01-06 10:45:00,2024-01-06,10:45:00,524,1,0,0,0,0,234.2,234.2,150.0,0.1,January,Saturday,10,Local,0
1704528000,2024-01-06 11:00:00,2024-01-06,11:00:00,525,0,0,0,1,0,234.0,236.2,150.0,0.1,January,Saturday,11,Local,0
1704528900,2024-01-06 11:15:00,2024-01-06,11:15:00,526,1,0,0,0,0,229.7,230.7,150.0,0.1,January,Saturday,11,Local,0
1704529800,2024-01-06 11:30:00,2024-01-06,11:30:00,527,0,0,0,0,0,231.7,237.0,0.0,0.1,January,Saturday,11,Local,0
1704530700,2024-01-06 11:45:00,2024-01-06,11:45:00,528,0,0,0,0,0,236.0,238.0,0.0,0.1,January,Saturday,11,Local,0
1704531600,2024-01-06 12:00:00,2024-01-06,12:00:00,529,0,1,0,1,0,228.1,228.1,2650.0,0.8168,January,Saturday,12,Local,0
1704532500,2024-01-06 12:15:00,2024-01-06,12:15:00,530,0,0,1,1,0,231.4,233.2,3150.0,0.8356,January,Saturday,12,Local,0
1704533400,2024-01-06 12:30:00,2024-01-06,12:30:00,531,0,0,1,0,1,231.1,227.2,4200.0,1.348,January,Saturday,12,Local,0
1704534300,2024-01-06 12:45:00,2024-01-06,12:45:00,532,0,0,0,0,0,231.9,231.5,0.0,0.1,January,Saturday,12,Local,0
1704535200,2024-01-06 13:00:00,2024-01-06,13:00:00,533,0,0,0,1,0,232.3,232.5,150.0,0.1,January,Saturday,13,Local,0
1704536100,2024-01-06 13:15:00,2024-01-06,13:15:00,534,0,0,0,1,0,224.6,223.0,150.0,0.1,January,Saturday,13,Local,0
1704537000,2024-01-06 13:30:00,2024-01-06,13:30:00,535,1,0,0,1,0,231.5,233.9,300.0,0.1,January,Saturday,13,Local,0
1704537900,2024-01-06 13:45:00,2024-01-06,13:45:00,536,1,0,0,0,0,230.0,224.1,150.0,0.1,January,Saturday,13,Local,0
1704538800,2024-01-06 14:00:00,2024-01-06,14:00:00,537,0,1,0,1,0,225.3,225.9,2650.0,0.7949,January,Saturday,14,Local,0
1704539700,2024-01-06 14:15:00,2024-01-06,14:15:00,538,1,0,0,1,0,231.3,231.4,300.0,0.1,January,Saturday,14,Local,0
1704540600,2024-01-06 14:30:00,2024-01-06,14:30:00,539,0,1,0,1,0,229.3,230.3,2650.0,0.9316,January,Saturday,14,Local,0
1704541500,2024-01-06 14:45:00,2024-01-06,14:45:00,540,0,0,0,0,0,233.4,234.4,0.0,0.1,January,Saturday,14,Local,0
1704542400,2024-01-06 15:00:00,2024-01-06,15:00:00,541,0,0,0,1,0,234.6,233.9,150.0,0.1,January,Saturday,15,Local,0
1704543300,2024-01-06 15:15:00,2024-01-06,15:15:00,542,0,1,0,1,0,229.5,230.9,2650.0,0.7869,January,Saturday,15,Local,0
1704544200,2024-01-06 15:30:00,2024-01-06,15:30:00,543,0,0,0,1,0,228.4,226.8,150.0,0.1,January,Saturday,15,Local,0
1704545100,2024-01-06 15:45:00,2024-01-06,15:45:00,544,1,0,1,0,0,226.7,228.3,3150.0,0.9729,January,Saturday,15,Local,0
1704546000,2024-01-06 16:00:00,2024-01-06,16:00:00,545,0,0,0,1,0,226.0,225.4,150.0,0.1,January,Saturday,16,Local,0
1704546900,2024-01-06 16:15:00,2024-01-06,16:15:00,546,1,0,0,1,0,232.9,229.4,300.0,0.1,January,Saturday,16,Local,0
1704547800,2024-01-06 16:30:00,2024-01-06,16:30:00,547,0,0,0,1,0,233.8,232.7,150.0,0.1,January,Saturday,16,Local,0
1704548700,2024-01-06 16:45:00,2024-01-06,16:45:00,548,0,1,0,0,0,231.2,227.3,2500.0,0.7399,January,Saturday,16,Local,0
1704549600,2024-01-06 17:00:00,2024-01-06,17:00:00,549,1,0,0,1,0,227.1,229.2,300.0,0.1018,January,Saturday,17,Local,0
1704550500,2024-01-06 17:15:00,2024-01-06,17:15:00,550,0,0,1,1,0,228.1,227.8,3150.0,0.9174,January,Saturday,17,Local,0
1704551400,2024-01-06 17:30:00,2024-01-06,17:30:00,551,0,0,1,1,0,231.0,234.3,3150.0,1.009,January,Saturday,17,Local,0
1704552300,2024-01-06 17:45:00,2024-01-06,17:45:00,552,1,0,0,0,0,227.1,230.0,150.0,0.1,January,Saturday,17,Local,0
1704553200,2024-01-06 18:00:00,2024-01-06,18:00:00,553,0,0,1,1,0,234.4,233.1,3150.0,0.8644,January,Saturday,18,Local,0
1704554100,2024-01-06 18:15:00,2024-01-06,18:15:00,554,1,0,1,1,1,229.2,227.5,4500.0,1.3599,January,Saturday,18,Local,0
1704555000,2024-01-06 18:30:00,2024-01-06,18:30:00,555,1,0,1,1,0,231.0,229.0,3300.0,0.8684,January,Saturday,18,Local,0
1704555900,2024-01-06 18:45:00,2024-01-06,18:45:00,556,1,0,0,0,0,232.3,233.3,150.0,0.1,January,Saturday,18,Local,0
1704556800,2024-01-06 19:00:00,2024-01-06,19:00:00,557,1,0,1,0,0,227.3,228.5,3150.0,1.0399,January,Saturday,19,Local,0
1704557700,2024-01-06 19:15:00,2024-01-06,19:15:00,558,1,0,0,0,0,234.4,233.9,150.0,0.1,January,Saturday,19,Local,0
1704558600,2024-01-06 19:30:00,2024-01-06,19:30:00,559,1,0,0,1,0,232.8,232.0,300.0,0.1,January,Saturday,19,Local,0
1704559500,2024-01-06 19:45:00,2024-01-06,19:45:00,560,1,0,0,0,0,234.9,239.5,150.0,0.1,January,Saturday,19,Local,0
1704560400,2024-01-06 20:00:00,2024-01-06,20:00:00,561,1,0,1,1,0,231.4,232.4,3300.0,0.9888,January,Saturday,20,Local,0
1704561300,2024-01-06 20:15:00,2024-01-06,20:15:00,562,1,0,1,0,0,229.2,229.3,3150.0,0.8326,January,Saturday,20,Local,0
1704562200,2024-01-06 20:30:00,2024-01-06,20:30:00,563,1,0,0,1,1,226.4,225.4,1500.0,0.4754,January,Saturday,20,Local,0
1704563100,2024-01-06 20:45:00,2024-01-06,20:45:00,564,1,1,0,0,0,224.8,221.5,2650.0,0.8652,January,Saturday,20,Local,0
1704564000,2024-01-06 21:00:00,2024-01-06,21:00:00,565,1,0,0,0,0,233.9,235.0,150.0,0.1,January,Saturday,21,Local,0
1704564900,2024-01-06 21:15:00,2024-01-06,21:15:00,566,1,0,0,1,0,228.0,224.1,300.0,0.1,January,Saturday,21,Local,0
1704565800,2024-01-06 21:30:00,2024-01-06,21:30:00,567,1,0,1,1,0,228.5,230.4,3300.0,0.9445,January,Saturday,21,Local,0
1704566700,2024-01-06 21:45:00,2024-01-06,21:45:00,568,1,1,1,0,0,230.9,233.5,5650.0,1.5067,January,Saturday,21,Local,0
1704567600,2024-01-06 22:00:00,2024-01-06,22:00:00,569,1,0,0,0,0,230.3,230.0,150.0,0.1,January,Saturday,22,Local,0
1704568500,2024-01-06 22:15:00,2024-01-06,22:15:00,570,1,0,0,1,0,228.8,228.7,300.0,0.1,January,Saturday,22,Local,0
1704569400,2024-01-06 22:30:00,2024-01-06,22:30:00,571,1,1,0,1,0,227.6,223.5,2800.0,0.949,January,Saturday,22,Local,0
1704570300,2024-01-06 22:45:00,2024-01-06,22:45:00,572,1,0,0,0,0,224.9,221.9,150.0,0.1,January,Saturday,22,Local,0
1704571200,2024-01-06 23:00:00,2024-01-06,23:00:00,573,1,0,0,0,0,233.5,235.0,150.0,0.1,January,Saturday,23,Local,0
1704572100,2024-01-06 23:15:00,2024-01-06,23:15:00,574,0,0,0,1,0,232.0,228.2,150.0,0.1,January,Saturday,23,Local,0
1704573000,2024-01-06 23:30:00,2024-01-06,23:30:00,575,0,0,0,0,0,222.6,221.8,0.0,0.1,January,Saturday,23,Local,0
1704573900,2024-01-06 23:45:00,2024-01-06,23:45:00,576,0,0,0,0,0,225.1,222.9,0.0,0.1,January,Saturday,23,Local,0
1704574800,2024-01-07 00:00:00,2024-01-07,00:00:00,577,0,0,0,1,0,231.6,229.4,150.0,0.1,January,Sunday,0,Local,0
1704575700,2024-01-07 00:15:00,2024-01-07,00:15:00,578,1,0,0,0,0,225.0,224.1,150.0,0.1,January,Sunday,0,Local,0
1704576600,2024-01-07 00:30:00,2024-01-07,00:30:00,579,0,0,0,1,0,229.6,228.7,150.0,0.1,January,Sunday,0,Local,0
1704577500,2024-01-07 00:45:00,2024-01-07,00:45:00,580,0,0,0,1,0,227.1,227.9,150.0,0.1,January,Sunday,0,Local,0
1704578400,2024-01-07 01:00:00,2024-01-07,01:00:00,581,0,0,0,1,0,228.1,225.3,150.0,0.1,January,Sunday,1,Local,0
1704579300,2024-01-07 01:15:00,2024-01-07,01:15:00,582,0,0,0,1,0,231.8,229.1,150.0,0.1,January,Sunday,1,Local,0
1704580200,2024-01-07 01:30:00,2024-01-07,01:30:00,583,0,0,0,0,0,232.4,234.2,500.0,0.1591,January,Sunday,1,Local,0
1704581100,2024-01-07 01:45:00,2024-01-07,01:45:00,584,0,0,0,1,0,227.4,224.8,150.0,0.1,January,Sunday,1,Local,0
1704582000,2024-01-07 02:00:00,2024-01-07,02:00:00,585,0,0,0,1,0,230.1,231.8,150.0,0.1,January,Sunday,2,Local,0
1704582900,2024-01-07 02:15:00,2024-01-07,02:15:00,586,0,0,0,1,0,228.6,229.6,150.0,0.1,January,Sunday,2,Local,0
1704583800,2024-01-07 02:30:00,2024-01-07,02:30:00,587,0,0,0,1,0,236.6,234.7,150.0,0.1,January,Sunday,2,Local,0
1704584700,2024-01-07 02:45:00,2024-01-07,02:45:00,588,0,0,0,0,0,229.8,231.6,0.0,0.1,January,Sunday,2,Local,0
1704585600,2024-01-07 03:00:00,2024-01-07,03:00:00,589,0,0,0,1,0,234.2,232.8,150.0,0.1,January,Sunday,3,Local,0
1704586500,2024-01-07 03:15:00,2024-01-07,03:15:00,590,0,0,0,1,0,232.3,234.0,150.0,0.1,January,Sunday,3,Local,0
1704587400,2024-01-07 03:30:00,2024-01-07,03:30:00,591,0,0,0,1,0,230.0,231.6,150.0,0.1,January,Sunday,3,Local,0
1704588300,2024-01-07 03:45:00,2024-01-07,03:45:00,592,0,0,0,1,0,229.6,230.6,150.0,0.1,January,Sunday,3,Local,0
1704589200,2024-01-07 04:00:00,2024-01-07,04:00:00,593,0,0,0,1,0,231.7,233.2,150.0,0.1,January,Sunday,4,Local,0
1704590100,2024-01-07 04:15:00,2024-01-07,04:15:00,594,0,0,0,1,0,236.5,237.3,150.0,0.1,January,Sunday,4,Local,0
1704591000,2024-01-07 04:30:00,2024-01-07,04:30:00,595,0,0,0,1,0,230.7,231.6,150.0,0.1,January,Sunday,4,Local,0
1704591900,2024-01-07 04:45:00,2024-01-07,04:45:00,596,0,0,0,0,0,225.7,221.9,0.0,0.1,January,Sunday,4,Local,0
1704592800,2024-01-07 05:00:00,2024-01-07,05:00:00,597,0,0,0,1,0,229.1,231.0,150.0,0.1,January,Sunday,5,Local,0
1704593700,2024-01-07 05:15:00,2024-01-07,05:15:00,598,0,0,0,1,0,233.1,236.8,150.0,0.1,January,Sunday,5,Local,0
1704594600,2024-01-07 05:30:00,2024-01-07,05:30:00,599,1,0,0,1,0,229.4,229.1,300.0,0.1037,January,Sunday,5,Local,0
1704595500,2024-01-07 05:45:00,2024-01-07,05:45:00,600,0,0,0,0,0,232.0,233.2,0.0,0.1,January,Sunday,5,Local,0
1704596400,2024-01-07 06:00:00,2024-01-07,06:00:00,601,0,0,0,1,0,233.1,232.6,150.0,0.1,January,Sunday,6,Local,0
1704597300,2024-01-07 06:15:00,2024-01-07,06:15:00,602,0,0,0,1,0,224.5,222.9,150.0,0.1,January,Sunday,6,Local,0
1704598200,2024-01-07 06:30:00,2024-01-07,06:30:00,603,0,0,0,1,0,228.8,227.3,150.0,0.1,January,Sunday,6,Local,0
1704599100,2024-01-07 06:45:00,2024-01-07,06:45:00,604,0,0,0,0,0,228.7,226.7,2000.0,0.6267,January,Sunday,6,Local,0
1704600000,2024-01-07 07:00:00,2024-01-07,07:00:00,605,0,0,0,1,0,228.4,225.7,150.0,0.1,January,Sunday,7,Local,0
1704600900,2024-01-07 07:15:00,2024-01-07,07:15:00,606,0,0,0,1,0,226.9,226.2,150.0,0.1,January,Sunday,7,Local,0
1704601800,2024-01-07 07:30:00,2024-01-07,07:30:00,607,0,0,0,0,0,225.8,226.5,0.0,0.1,January,Sunday,7,Local,0
1704602700,2024-01-07 07:45:00,2024-01-07,07:45:00,608,0,0,0,0,0,226.7,229.0,0.0,0.1,January,Sunday,7,Local,0
1704603600,2024-01-07 08:00:00,2024-01-07,08:00:00,609,0,0,0,1,0,231.8,232.5,150.0,0.1,January,Sunday,8,Local,0
1704604500,2024-01-07 08:15:00,2024-01-07,08:15:00,610,0,0,1,1,0,235.5,234.8,3150.0,0.9439,January,Sunday,8,Local,0
1704605400,2024-01-07 08:30:00,2024-01-07,08:30:00,611,0,0,0,1,0,232.5,235.1,150.0,0.1,January,Sunday,8,Local,0
1704606300,2024-01-07 08:45:00,2024-01-07,08:45:00,612,0,0,0,0,0,233.9,233.5,0.0,0.1,January,Sunday,8,Local,0
1704607200,2024-01-07 09:00:00,2024-01-07,09:00:00,613,0,0,0,1,0,231.1,229.3,150.0,0.1,January,Sunday,9,Local,0
1704608100,2024-01-07 09:15:00,2024-01-07,09:15:00,614,0,0,0,1,0,229.9,225.8,150.0,0.1,January,Sunday,9,Local,0
1704609000,2024-01-07 09:30:00,2024-01-07,09:30:00,615,0,0,0,1,0,228.7,226.5,150.0,0.1,January,Sunday,9,Local,0
1704609900,2024-01-07 09:45:00,2024-01-07,09:45:00,616,0,0,0,0,0,232.5,231.8,0.0,0.1,January,Sunday,9,Local,0
1704610800,2024-01-07 10:00:00,2024-01-07,10:00:00,617,0,0,0,1,0,233.6,233.0,150.0,0.1,January,Sunday,10,Local,0
1704611700,2024-01-07 10:15:00,2024-01-07,10:15:00,618,1,0,0,1,0,230.3,227.1,300.0,0.1,January,Sunday,10,Local,0
1704612600,2024-01-07 10:30:00,2024-01-07,10:30:00,619,0,0,0,1,0,230.3,229.6,150.0,0.1,January,Sunday,10,Local,0
1704613500,2024-01-07 10:45:00,2024-01-07,10:45:00,620,0,0,0,0,0,225.8,226.1,0.0,0.1,January,Sunday,10,Local,0
1704614400,2024-01-07 11:00:00,2024-01-07,11:00:00,621,1,0,0,1,0,230.1,228.9,300.0,0.1,January,Sunday,11,Local,0
1704615300,2024-01-07 11:15:00,2024-01-07,11:15:00,622,0,0,0,1,0,230.3,233.6,150.0,0.1,January,Sunday,11,Local,0
